Assembly,Order,Family,Genus,Species,Release_Date
GCF_000868445.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato leaf curl Guangxi virus,2015-02-13T08:29:46.627Z
GCF_000868385.1,Geplafuvirales,Geminiviridae,Begomovirus,Pedilanthus leaf curl virus,2015-02-13T08:29:42.323Z
GCF_000868285.1,Caudovirales,Siphoviridae,Plotvirus,Mycobacterium virus Plot,2015-02-13T08:29:35.360Z
GCF_000868225.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 6,2015-02-13T08:29:33.370Z
GCF_000868205.1,Caudovirales,Myoviridae,Tulanevirus,Aeromonas virus 25,2015-02-13T08:29:31.993Z
GCF_000868145.1,Zurhausenvirales,Papillomaviridae,Phipapillomavirus,Phipapillomavirus 1,2015-02-13T08:29:27.597Z
GCF_000868125.1,Cirlivirales,Circoviridae,Circovirus,Starling circovirus,2015-02-13T08:29:26.063Z
GCF_000868005.1,Caudovirales,Myoviridae,Hapunavirus,Vibrio virus VP882,2015-02-13T08:29:16.963Z
GCF_000867985.1,Caudovirales,Autographiviridae,Eracentumvirus,Erwinia virus Era103,2015-02-13T08:29:15.430Z
GCF_000867945.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus phiETA2,2015-02-13T08:29:11.127Z
GCF_000867925.1,Geplafuvirales,Geminiviridae,Begomovirus,Sida yellow mosaic Yucatan virus,2015-02-13T08:29:09.827Z
GCF_000867885.1,Caudovirales,Siphoviridae,Casadabanvirus,Pseudomonas virus DMS3,2015-02-13T08:29:09.663Z
GCF_000867845.1,Caudovirales,Siphoviridae,Biseptimavirus,Staphylococcus virus 108PVL,2015-02-13T08:29:06.303Z
GCF_000867865.1,Caudovirales,Podoviridae,Enquatrovirus,Escherichia virus N4,2015-02-13T08:29:04.823Z
GCF_000867825.1,Algavirales,Phycodnaviridae,Chlorovirus,Paramecium bursaria Chlorella virus A1,2015-02-13T08:29:03.500Z
GCF_000867785.1,Zurhausenvirales,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 2,2015-02-13T08:29:02.123Z
GCF_000867765.1,Geplafuvirales,Geminiviridae,Begomovirus,Malvastrum yellow mosaic virus,2015-02-13T08:28:58.850Z
GCF_000867685.1,Geplafuvirales,Geminiviridae,Begomovirus,Corchorus yellow spot virus,2015-02-13T08:28:55.313Z
GCF_000867645.1,Caudovirales,Myoviridae,Svunavirus,Geobacillus virus GBSV1,2015-02-13T08:28:50.880Z
GCF_000867665.1,Geplafuvirales,Geminiviridae,Begomovirus,Okra yellow crinkle virus,2015-02-13T08:28:50.830Z
GCF_000867605.1,Pimascovirales,Ascoviridae,Ascovirus,Spodoptera frugiperda ascovirus 1a,2015-02-13T08:28:49.423Z
GCF_000867585.1,Geplafuvirales,Geminiviridae,Begomovirus,Siegesbeckia yellow vein Guangxi virus,2015-02-13T08:28:46.653Z
GCF_000867505.1,Geplafuvirales,Geminiviridae,Begomovirus,Pepper yellow leaf curl Indonesia virus,2015-02-13T08:28:39.530Z
GCF_000867465.1,Geplafuvirales,Geminiviridae,Begomovirus,Siegesbeckia yellow vein virus,2015-02-13T08:28:37.390Z
GCF_000867425.1,Caudovirales,Siphoviridae,Pbi1virus,Mycobacterium virus PBI1,2015-02-13T08:28:36.173Z
GCF_000867445.1,Caudovirales,Siphoviridae,Rosebushvirus,Mycobacterium virus Godines,2015-02-13T08:28:36.123Z
GCF_000867405.1,Caudovirales,Siphoviridae,Coopervirus,Mycobacterium virus Cooper,2015-02-13T08:28:33.270Z
GCF_000867345.1,Caudovirales,Myoviridae,Baylorvirus,Mannheimia virus PHL101,2015-02-13T08:28:28.830Z
GCF_000867365.1,Zurhausenvirales,Papillomaviridae,Upsilonpapillomavirus,Upsilonpapillomavirus 2,2015-02-13T08:28:28.783Z
GCF_000867305.1,Geplafuvirales,Geminiviridae,Begomovirus,Sida mosaic Sinaloa virus,2015-02-13T08:28:24.307Z
GCF_000867165.1,Geplafuvirales,Geminiviridae,Begomovirus,Merremia mosaic virus,2015-02-13T08:28:17.493Z
GCF_000867085.1,Petitvirales,Microviridae,Gequatrovirus,Escherichia virus G4,2015-02-13T08:28:11.803Z
GCF_000867025.1,Caudovirales,Siphoviridae,Wbetavirus,Bacillus phage Fah,2015-02-13T08:28:06.037Z
GCF_000866925.1,Caudovirales,Siphoviridae,Xipdecavirus,Xanthomonas virus OP1,2015-02-13T08:28:00.420Z
GCF_000866845.1,Geplafuvirales,Geminiviridae,Begomovirus,Sida leaf curl virus,2015-02-13T08:27:53.350Z
GCF_000866865.1,Herpesvirales,Herpesviridae,Macavirus,Ovine gammaherpesvirus 2,2015-02-13T08:27:53.307Z
GCF_000866825.1,Caudovirales,Myoviridae,Elvirus,Pseudomonas virus EL,2015-02-13T08:27:49.720Z
GCF_000866725.1,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,2015-02-13T08:27:41.313Z
GCF_000866705.1,Caudovirales,Autographiviridae,Kayfunavirus,Escherichia virus K1F,2015-02-13T08:27:41.263Z
GCF_000866585.1,Geplafuvirales,Geminiviridae,Begomovirus,Alternanthera yellow vein virus,2015-02-13T08:27:30.300Z
GCF_000866485.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 5,2015-02-13T08:27:23.583Z
GCF_000866505.1,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,2015-02-13T08:27:23.470Z
GCF_000866405.1,Zurhausenvirales,Papillomaviridae,Mupapillomavirus,Mupapillomavirus 1,2015-02-13T08:27:17.543Z
GCF_000866385.1,Zurhausenvirales,Papillomaviridae,Zetapapillomavirus,Zetapapillomavirus 1,2015-02-13T08:27:15.943Z
GCF_000866265.1,Petitvirales,Microviridae,Alphatrevirus,Enterobacteria phage WA13 sensu lato,2015-02-13T08:27:08.590Z
GCF_000866205.1,Caudovirales,Podoviridae,Uetakevirus,Escherichia virus phiV10,2015-02-13T08:27:02.563Z
GCF_000866145.1,Geplafuvirales,Geminiviridae,Begomovirus,Malvastrum leaf curl virus,2015-02-13T08:27:01.260Z
GCF_000866045.1,Caudovirales,Autographiviridae,Vectrevirus,Escherichia virus K1E,2015-02-13T08:26:55.477Z
GCF_000865925.1,Caudovirales,Siphoviridae,Stanholtvirus,Burkholderia phage Bcep176,2015-02-13T08:26:46.520Z
GCF_000865805.1,Geplafuvirales,Geminiviridae,Begomovirus,Squash leaf curl China virus,2015-02-13T08:26:40.110Z
GCF_000865825.1,Algavirales,Phycodnaviridae,Coccolithovirus,Emiliania huxleyi virus 86,2015-02-13T08:26:39.987Z
GCF_000865785.1,Caudovirales,Drexlerviridae,Rogunavirus,Escherichia virus KP26,2015-02-13T08:26:38.590Z
GCF_000865765.1,Geplafuvirales,Geminiviridae,Begomovirus,Ludwigia yellow vein virus,2015-02-13T08:26:38.530Z
GCF_000865665.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 7,2015-02-13T08:26:33.747Z
GCF_000865685.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 6,2015-02-13T08:26:33.643Z
GCF_000865565.1,Zurhausenvirales,Papillomaviridae,Mupapillomavirus,Mupapillomavirus 2,2015-02-13T08:26:27.350Z
GCF_000865525.1,Geplafuvirales,Geminiviridae,Mastrevirus,Wheat dwarf virus,2015-02-13T08:26:24.257Z
GCF_000865485.1,Caudovirales,Siphoviridae,Yuavirus,Pseudomonas virus M6,2015-02-13T08:26:24.140Z
GCF_000865405.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato yellow spot virus,2015-02-13T08:26:20.530Z
GCF_000865345.1,Herpesvirales,Herpesviridae,Simplexvirus,Papiine alphaherpesvirus 2,2015-02-13T08:26:15.720Z
GCF_000865365.1,Caudovirales,Myoviridae,Naesvirus,Xanthomonas virus OP2,2015-02-13T08:26:15.660Z
GCF_000865245.1,Caudovirales,Drexlerviridae,Rtpvirus,Escherichia virus Rtp,2015-02-13T08:26:04.820Z
GCF_000865125.1,Petitvirales,Microviridae,Chlamydiamicrovirus,Chlamydia phage 4,2015-02-13T08:25:55.530Z
GCF_000864945.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 4,2015-02-13T08:25:49.783Z
GCF_000865045.1,Geplafuvirales,Geminiviridae,Begomovirus,Cotton leaf curl Bangalore virus,2015-02-13T08:25:49.737Z
GCF_000864925.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 1,2015-02-13T08:25:42.480Z
GCF_000864865.1,Geplafuvirales,Geminiviridae,Begomovirus,Sida yellow mosaic virus,2015-02-13T08:25:39.670Z
GCF_000864845.1,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Gammapapillomavirus 1,2015-02-13T08:25:39.623Z
GCF_000864905.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 2,2015-02-13T08:25:39.527Z
GCF_000864825.1,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 5,2015-02-13T08:25:36.700Z
GCF_000864725.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 13,2015-02-13T08:25:28.987Z
GCF_000864705.1,Geplafuvirales,Geminiviridae,Begomovirus,Sweet potato leaf curl virus,2015-02-13T08:25:28.883Z
GCF_000864645.1,Caudovirales,Autographiviridae,Chatterjeevirus,Vibrio virus VP4,2015-02-13T08:25:19.240Z
GCF_000864665.1,Zurhausenvirales,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 1,2015-02-13T08:25:19.193Z
GCF_000864585.1,Haloruvirales,Pleolipoviridae,Gammapleolipovirus,Gammapleolipovirus His2,2015-02-13T08:25:19.147Z
GCF_000864605.1,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,Pyrrhula pyrrhula polyomavirus 1,2015-02-13T08:25:19.090Z
GCF_000864625.1,Caudovirales,Myoviridae,Lubbockvirus,Clostridium virus phiCD119,2015-02-13T08:25:19.040Z
GCF_000864525.1,Caudovirales,Myoviridae,Pbunavirus,Pseudomonas virus F8,2015-02-13T08:25:10.420Z
GCF_000864545.1,Petitvirales,Microviridae,Gequatrovirus,Escherichia virus Talmos,2015-02-13T08:25:10.367Z
GCF_000864505.1,Caudovirales,Siphoviridae,Septimatrevirus,Pseudomonas virus 73,2015-02-13T08:25:09.073Z
GCF_000864465.1,Geplafuvirales,Geminiviridae,Begomovirus,Vernonia yellow vein virus,2015-02-13T08:25:09.023Z
GCF_000864445.1,Caudovirales,Siphoviridae,Wbetavirus,Bacillus virus Wbeta,2015-02-13T08:25:07.713Z
GCF_000864425.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato leaf curl Joydebpur virus,2015-02-13T08:24:59.983Z
GCF_000864305.1,Zurhausenvirales,Papillomaviridae,Dyoxipapillomavirus,Dyoxipapillomavirus 1,2015-02-13T08:24:47.590Z
GCF_000864205.1,Caudovirales,Siphoviridae,Yuavirus,Alphaproteobacteria virus phiJl001,2015-02-13T08:24:39.900Z
GCF_000864165.1,Caudovirales,Siphoviridae,Wbetavirus,Bacillus phage Gamma,2015-02-13T08:24:34.030Z
GCF_000864045.1,Cirlivirales,Circoviridae,Circovirus,Duck circovirus,2015-02-13T08:24:28.067Z
GCF_000864025.1,Halopanivirales,Sphaerolipoviridae,Alphasphaerolipovirus,Haloarcula hispanica virus SH1,2015-02-13T08:24:26.477Z
GCF_000863985.1,Zurhausenvirales,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 4,2015-02-13T08:24:21.993Z
GCF_000863965.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 11,2015-02-13T08:24:21.933Z
GCF_000863905.1,Baphyvirales,Bacilladnaviridae,Protobacilladnavirus,Chaetoceros protobacilladnavirus 1,2015-02-13T08:24:21.027Z
GCF_000863885.1,Tubulavirales,Inoviridae,Staminivirus,Stenotrophomonas virus SMA9,2015-02-13T08:24:17.030Z
GCF_000863865.1,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Mus musculus polyomavirus 1,2015-02-13T08:24:16.950Z
GCF_000863845.1,Zurhausenvirales,Papillomaviridae,Nupapillomavirus,Nupapillomavirus 1,2015-02-13T08:24:15.530Z
GCF_000863805.1,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Human polyomavirus 2,2015-02-13T08:24:09.940Z
GCF_000863725.1,Piccovirales,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 1,2015-02-13T08:24:07.350Z
GCF_000863665.1,Zurhausenvirales,Papillomaviridae,Xipapillomavirus,Xipapillomavirus 1,2015-02-13T08:24:03.040Z
GCF_000863705.1,Zurhausenvirales,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 3,2015-02-13T08:24:01.370Z
GCF_000863685.1,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,2015-02-13T08:24:01.323Z
GCF_000863065.1,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated dependoparvovirus A,2015-02-13T08:23:08.027Z
GCF_000862885.1,Zurhausenvirales,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 4,2015-02-13T08:22:58.763Z
GCF_000862825.1,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 3,2015-02-13T08:22:54.177Z
GCF_000862805.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 3,2015-02-13T08:22:52.807Z
GCF_000862765.1,Cirlivirales,Circoviridae,Circovirus,Porcine circovirus 2,2015-02-13T08:22:52.757Z
GCF_000862685.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 14,2015-02-13T08:22:49.600Z
GCF_000862645.1,Caudovirales,Myoviridae,Biquartavirus,Aeromonas virus 31,2015-02-13T08:22:47.873Z
GCF_000862185.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato yellow leaf curl China virus,2015-02-13T08:22:29.700Z
GCF_000861985.1,Chitovirales,Poxviridae,Cervidpoxvirus,Mule deerpox virus,2015-02-13T08:22:22.580Z
GCF_000861945.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 10,2015-02-13T08:22:18.210Z
GCF_000861925.1,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus 8,2015-02-13T08:22:18.153Z
GCF_000861145.1,Piccovirales,Parvoviridae,Iteradensovirus,Lepidopteran iteradensovirus 1,2015-02-13T08:21:39.487Z
GCF_000861045.1,Caudovirales,Myoviridae,Tigrvirus,Burkholderia virus phi52237,2015-02-13T08:21:33.573Z
GCF_000861005.1,Piccovirales,Parvoviridae,Tetraparvovirus,Primate tetraparvovirus 1,2015-02-13T08:21:32.193Z
GCF_000860345.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 71,2015-02-13T08:21:01.257Z
GCF_000860365.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 88,2015-02-13T08:20:59.947Z
GCF_000860325.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 37,2015-02-13T08:20:58.480Z
GCF_000860265.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 52a,2015-02-13T08:20:56.933Z
GCF_000860225.1,Caudovirales,Siphoviridae,Triavirus,Staphylococcus virus 47,2015-02-13T08:20:53.907Z
GCF_000860245.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus phage ROSA,2015-02-13T08:20:53.830Z
GCF_000860205.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 53,2015-02-13T08:20:52.537Z
GCF_000860165.1,Geplafuvirales,Geminiviridae,Begomovirus,Tobacco leaf curl Yunnan virus,2015-02-13T08:20:51.077Z
GCF_000860085.1,Chitovirales,Poxviridae,Orthopoxvirus,Vaccinia virus,2015-02-13T08:20:48.220Z
GCF_000860065.1,Geplafuvirales,Geminiviridae,Begomovirus,Senecio yellow mosaic virus,2015-02-13T08:20:45.220Z
GCF_000859885.1,Chitovirales,Poxviridae,Orthopoxvirus,Variola virus,2015-02-13T08:20:34.713Z
GCF_000859865.1,Geplafuvirales,Geminiviridae,Begomovirus,Chayote yellow mosaic virus,2015-02-13T08:20:34.653Z
GCF_000859805.1,Herpesvirales,Herpesviridae,Muromegalovirus,Murid betaherpesvirus 1,2015-02-13T08:20:32.847Z
GCF_000859785.1,Geplafuvirales,Geminiviridae,Begomovirus,East African cassava mosaic virus,2015-02-13T08:20:29.810Z
GCF_000859725.1,Kalamavirales,Tectiviridae,Betatectivirus,Bacillus virus GIL16,2015-02-13T08:20:25.200Z
GCF_000859685.1,Caudovirales,Siphoviridae,Coetzeevirus,Lactobacillus virus phiJL1,2015-02-13T08:20:25.107Z
GCF_000859665.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus E,2015-02-13T08:20:23.570Z
GCF_000859585.1,Caudovirales,Myoviridae,Salacisavirus,Prochlorococcus virus PSSM2,2015-02-13T08:20:18.427Z
GCF_000859545.1,Caudovirales,Podoviridae,Hollowayvirus,Pseudomonas virus F116,2015-02-13T08:20:16.940Z
GCF_000859385.1,Caudovirales,Siphoviridae,Triavirus,Staphylococcus virus 3a,2015-02-13T08:20:15.287Z
GCF_000859465.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,2015-02-13T08:20:11.903Z
GCF_000859485.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,2015-02-13T08:20:11.850Z
GCF_000859445.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus X2,2015-02-13T08:20:10.360Z
GCF_000859425.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 29,2015-02-13T08:20:10.287Z
GCF_000859405.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 96,2015-02-13T08:20:08.750Z
GCF_000859365.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 69,2015-02-13T08:20:07.300Z
GCF_000859325.1,Geplafuvirales,Geminiviridae,Begomovirus,Tobacco curly shoot virus,2015-02-13T08:20:05.780Z
GCF_000859345.1,Caudovirales,Herelleviridae,Kayvirus,Staphylococcus virus G1,2015-02-13T08:20:05.723Z
GCF_000859185.1,Geplafuvirales,Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,2015-02-13T08:19:56.360Z
GCF_000859125.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato leaf curl Mayotte virus,2015-02-13T08:19:50.090Z
GCF_000859025.1,Geplafuvirales,Geminiviridae,Begomovirus,Ageratum enation virus,2015-02-13T08:19:47Z
GCF_000858965.1,Geplafuvirales,Geminiviridae,Begomovirus,East African cassava mosaic Cameroon virus,2015-02-13T08:19:41.727Z
GCF_000858785.1,Caudovirales,Demerecviridae,Tequintavirus,Escherichia virus T5,2015-02-13T08:19:34.150Z
GCF_000858745.1,Caudovirales,Autographiviridae,Tiamatvirus,Prochlorococcus virus PSSP7,2015-02-13T08:19:30.517Z
GCF_000858645.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,2015-02-13T08:19:29.113Z
GCF_000858725.1,Geplafuvirales,Geminiviridae,Begomovirus,Sri Lankan cassava mosaic virus,2015-02-13T08:19:29.063Z
GCF_000858565.1,Geplafuvirales,Geminiviridae,Begomovirus,Mungbean yellow mosaic India virus,2015-02-13T08:19:20.460Z
GCF_000858625.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus D,2015-02-13T08:19:20.397Z
GCF_000858605.1,Caudovirales,Siphoviridae,Fibralongavirus,Staphylococcus virus 2638A,2015-02-13T08:19:20.343Z
GCF_000858585.1,Caudovirales,Podoviridae,Rosenblumvirus,Staphylococcus virus 66,2015-02-13T08:19:18.843Z
GCF_000858545.1,Caudovirales,Siphoviridae,Brussowvirus,Streptococcus virus 2972,2015-02-13T08:19:14.240Z
GCF_000858485.1,Asfuvirales,Asfarviridae,Asfivirus,African swine fever virus,2015-02-13T08:19:14.020Z
GCF_000858505.1,Caudovirales,Herelleviridae,Twortvirus,Staphylococcus virus Twort,2015-02-13T08:19:13.970Z
GCF_000858425.1,Caudovirales,Autographiviridae,Phikmvvirus,Pseudomonas virus phiKMV,2015-02-13T08:19:08.860Z
GCF_000858405.1,Piccovirales,Parvoviridae,Scindoambidensovirus,Orthopteran scindoambidensovirus 1,2015-02-13T08:19:08.600Z
GCF_000858305.1,Caudovirales,Podoviridae,Salasvirus,Bacillus virus GA1,2015-02-13T08:19:03.430Z
GCF_000858285.1,Herpesvirales,Herpesviridae,Varicellovirus,Human alphaherpesvirus 3,2015-02-13T08:19:03.370Z
GCF_000858265.1,Geplafuvirales,Geminiviridae,Begomovirus,Squash leaf curl Yunnan virus,2015-02-13T08:18:58.260Z
GCF_000858225.1,Zurhausenvirales,Papillomaviridae,Omikronpapillomavirus,Omikronpapillomavirus 1,2015-02-13T08:18:56.920Z
GCF_000858205.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato yellow leaf curl virus,2015-02-13T08:18:52.900Z
GCF_000858005.1,Caudovirales,Myoviridae,Mosigvirus,Escherichia virus RB69,2015-02-13T08:18:41.047Z
GCF_000857925.1,Caudovirales,Siphoviridae,Moineauvirus,Streptococcus virus DT1,2015-02-13T08:18:33.713Z
GCF_000857885.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,2015-02-13T08:18:32.933Z
GCF_000857865.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus C,2015-02-13T08:18:32.883Z
GCF_000857845.1,Rowavirales,Adenoviridae,Mastadenovirus,Canine mastadenovirus A,2015-02-13T08:18:29.640Z
GCF_000857685.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 55,2015-02-13T08:18:20.293Z
GCF_000857705.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 92,2015-02-13T08:18:20.210Z
GCF_000857665.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus EW,2015-02-13T08:18:18.833Z
GCF_000857645.1,Caudovirales,Siphoviridae,Triavirus,Staphylococcus virus 42e,2015-02-13T08:18:18.787Z
GCF_000857625.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 187,2015-02-13T08:18:17.397Z
GCF_000857605.1,Caudovirales,Siphoviridae,Phietavirus,Staphylococcus virus 85,2015-02-13T08:18:15.077Z
GCF_000857485.1,Geplafuvirales,Geminiviridae,Begomovirus,Malvastrum yellow vein Yunnan virus,2015-02-13T08:18:06.230Z
GCF_000857385.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato leaf curl Madagascar virus,2015-02-13T08:17:59.303Z
GCF_000857345.1,Geplafuvirales,Geminiviridae,Begomovirus,Ageratum yellow vein virus,2015-02-13T08:17:59.257Z
GCF_000857305.1,Geplafuvirales,Geminiviridae,Begomovirus,Croton yellow vein mosaic virus,2015-02-13T08:17:51.937Z
GCF_000857285.1,Ligamenvirales,Rudiviridae,Rudivirus,Sulfolobus islandicus rod-shaped virus 2,2015-02-13T08:17:50.713Z
GCF_000857225.1,Geplafuvirales,Geminiviridae,Begomovirus,Tomato yellow leaf curl Thailand virus,2015-02-13T08:17:46.720Z
GCF_000857205.1,Geplafuvirales,Geminiviridae,Begomovirus,African cassava mosaic virus,2015-02-13T08:17:43.990Z
GCF_000857185.1,Zurhausenvirales,Papillomaviridae,Sigmapapillomavirus,Sigmapapillomavirus 1,2015-02-13T08:17:42.560Z
GCF_000857125.1,Caudovirales,Siphoviridae,Jerseyvirus,Salmonella virus SS3e,2015-02-13T08:17:38.390Z
GCF_000857085.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus B,2015-02-13T08:17:35.590Z
GCF_000857045.1,Chitovirales,Poxviridae,Orthopoxvirus,Monkeypox virus,2015-02-13T08:17:31.590Z
GCF_000856905.1,Rowavirales,Adenoviridae,Siadenovirus,Turkey siadenovirus A,2015-02-13T08:17:21.830Z
GCF_000856885.1,Rowavirales,Adenoviridae,Mastadenovirus,Canine mastadenovirus A,2015-02-13T08:17:20.530Z
GCF_000849785.1,Cirlivirales,Circoviridae,Circovirus,Duck circovirus,2015-02-12T16:42:53.277Z
GCF_000849745.1,Rowavirales,Adenoviridae,Mastadenovirus,Porcine mastadenovirus A,2015-02-12T16:42:51.897Z
GCF_000849725.1,Geplafuvirales,Geminiviridae,Mastrevirus,Bean yellow dwarf virus,2015-02-12T16:42:51.843Z
GCF_000849665.1,Petitvirales,Microviridae,Chlamydiamicrovirus,Chlamydia virus Chp2,2015-02-12T16:42:46.847Z
GCF_000849625.1,Caudovirales,Podoviridae,Cepunavirus,Streptococcus virus Cp1,2015-02-12T16:42:38.693Z
GCF_000848925.1,Piccovirales,Parvoviridae,Protoparvovirus,Carnivore protoparvovirus 1,2015-02-12T16:42:09.760Z
GCF_000848985.1,Tubulavirales,Inoviridae,Lineavirus,Salmonella virus IKe,2015-02-12T16:42:04.743Z
GCF_000848905.1,Rowavirales,Adenoviridae,Mastadenovirus,Human mastadenovirus E,2015-02-12T16:41:57.687Z
GCF_000848845.1,Herpesvirales,Herpesviridae,Varicellovirus,Cercopithecine alphaherpesvirus 9,2015-02-12T16:41:57.590Z
GCF_000848825.1,Caudovirales,Siphoviridae,Hendrixvirus,Escherichia virus HK97,2015-02-12T16:41:57.497Z
GCF_000848785.1,Geplafuvirales,Geminiviridae,Topocuvirus,Tomato pseudo-curly top virus,2015-02-12T16:41:49.820Z
GCF_000848125.1,Herpesvirales,Herpesviridae,Roseolovirus,Human betaherpesvirus 7,2015-02-12T16:40:55.813Z
GCF_000848065.1,Rowavirales,Adenoviridae,Mastadenovirus,Tree shrew mastadenovirus A,2015-02-12T16:40:55.663Z
GCF_000848005.1,Geplafuvirales,Geminiviridae,Begomovirus,Macroptilium yellow mosaic virus,2015-02-12T16:40:46.087Z
